0.002748338,0.261238286,0.110489067,0.044859235,0.581255917,0.583832639,0.559970998,0.575619396,0.568028643
0.005724397,0.265069531,0.036019858,0.020831185,0.550836011,0.587188261,0.577321333,0.582690754,0.567819848
0.000991354,0.261785762,0.283933664,0.279880375,0.592428006,0.557327389,0.553944804,0.56972604,0.553396469
0.007973063,0.260368667,0.380585191,0.373208209,0.60083935,0.59712819,0.582732591,0.591595616,0.573772375
0.002673417,0.261133255,0.150945389,0.135093328,0.577024591,0.58375052,0.573803424,0.579778189,0.579229401
0.005253274,0.263383575,0.146614556,0.118696504,0.567412547,0.566942417,0.558605263,0.574249553,0.564824702
0.004122137,0.260454989,1,0.908528411,0.617396376,0.603256632,0.581619344,0.594640641,0.572489513
0.002605004,0.26214993,0.175979719,0.032999897,0.559426427,0.588035606,0.577795176,0.587629771,0.563893133
0.007858426,0.265286503,0.020386606,0.019490564,0.572658933,0.579321609,0.553604527,0.581446077,0.570605242
0.005316731,0.264615003,0.089468681,0.059606064,0.585996019,0.58481621,0.568701258,0.579104631,0.565938044
0.003621948,0.266455264,0.048378578,0.023512427,0.561672356,0.578635106,0.567571279,0.585813034,0.567753668
0.003100977,0.261461257,1,0.038878004,0.556630034,0.555327542,0.542055405,0.557377549,0.568204943
0.005126581,0.260951825,0.054716383,0.036712385,0.566782093,0.57457827,0.559704817,0.574128002,0.565001288
0.003026204,0.261614652,0.071405936,0.023306177,0.600504964,0.595792989,0.575079385,0.589412905,0.5673582
0.01278221,0.273482876,0.034329777,0.016912447,0.56565229,0.557443738,0.560137994,0.607845603,0.563367705
0.002047645,0.261362197,0.320587303,0.270083531,0.559412366,0.57016852,0.568307883,0.575722744,0.561836136
0.002130405,0.262973317,0.300306327,0.059606064,0.595901719,0.587391227,0.572412479,0.583457906,0.581028845
0.004167696,0.2636863,0.111334108,0.07053728,0.588256888,0.607549626,0.570308689,0.589669739,0.568590609
0.006035397,0.259779566,0.114819901,0.010931216,0.589616049,0.590502881,0.568455228,0.582329945,0.569347876
0.004914244,0.26437611,0.123904088,0.028565536,0.576960149,0.582854702,0.573614257,0.591282025,0.569423052
0.00140035,0.261499158,0.079856343,0.013509333,0.588383631,0.584394526,0.568762282,0.585195853,0.569863803
0.006568867,0.260298551,0.027675082,0.008456224,0.597186036,0.586659987,0.57010051,0.582287348,0.567270772
0.009483835,0.259155294,0.07594803,0.069712282,0.497911661,0.575249232,0.565338741,0.5788035,0.557355594
0.000474229,0.261949052,0.068448294,0.065587295,0.557021,0.565293746,0.569361609,0.582730132,0.568725168
0.005584539,0.259878228,0.116615612,0.01918119,0.51053025,0.498415983,0.565678793,0.580214289,0.564366479
0.002750261,0.261024699,0.093799514,0.006084356,0.579783691,0.568377339,0.561150017,0.575801616,0.556840053
0.007829952,0.264066192,0.079116933,0.063009178,0.583054379,0.577978678,0.555305652,0.57207856,0.573507102
0.002272999,0.262125648,0.21527411,0.199340002,0.578186176,0.585134843,0.571431122,0.585949687,0.570485655
0.007395365,0.266588529,0.037076159,0.037949881,0.595635754,0.593768622,0.567394061,0.582647811,0.564824518
0.008522287,0.259376331,0.06337805,0.032587398,0.598694693,0.593430697,0.571977834,0.58583005,0.567739905
0.007361418,0.263701199,1,0.932453336,0.617855714,0.601838987,0.58010635,0.593911828,0.572274525
0.008683519,0.264630897,0.095278335,0.043312365,0.593967838,0.589518043,0.571113345,0.584207829,0.56949618
0.005220584,0.263585278,0.145135735,0.10075281,0.581634483,0.579023631,0.570289401,0.583223006,0.568225504
0.005097959,0.263244368,1,0.003506239,0.556459286,0.570120925,0.57006815,0.58450688,0.552883848
0.002581707,0.262410233,0.181261223,0.0961122,0.431935779,0.590175527,0.578804592,0.593190936,0.572160763
0.004806189,0.261101524,0.013520651,0.012065587,0.588889052,0.581672209,0.588519783,0.586193582,0.564416613
0.005832304,0.25999395,0.098764128,0.024853047,0.525393426,0.576424418,0.563017378,0.576598195,0.567021209
0.00335806,0.264439573,0.072145347,0.010931216,0.5700055,0.560487141,0.54911096,0.561528734,0.558559537
0.003950476,0.263562475,0.067920144,0.04650923,0.569193609,0.567900623,0.556723984,0.582303687,0.570569912
0.00747036,0.259146537,0.169008134,0.141590183,0.597628182,0.590177151,0.574633482,0.584679445,0.570676206
0.003364495,0.262996974,0.10119362,0.093018459,0.573794616,0.572564702,0.562569334,0.579882032,0.567192256
0.005885185,0.259755199,0.02482307,0.0079406,0.530662023,0.55532725,0.553186442,0.570689358,0.556648294
0.006510735,0.259960541,0.055983944,0.032071775,0.610405184,0.589788594,0.574830903,0.581812794,0.565752278
0.006483961,0.261224411,0.117249393,0.108280912,0.591790937,0.58347362,0.587556713,0.591953983,0.575003961
0.005674548,0.262134064,0.060948558,0.019903063,0.585388462,0.581715956,0.56266643,0.579371334,0.565957094
0.009789436,0.258425536,0.068976444,0.018356193,0.573473925,0.582756979,0.573436935,0.591276001,0.563626953
0.001857495,0.262783755,0.077109961,0.048262349,0.591618,0.588624499,0.569634662,0.583768659,0.56817787
0.003839907,0.260557291,0.185803317,0.144065175,0.584112918,0.579716271,0.567382975,0.579332567,0.578481584
0.003294751,0.262117573,0.411323545,0.046818604,0.576712768,0.58184083,0.574280876,0.587135181,0.569676224
0.003639624,0.260859475,0.596176191,0.546870166,0.585151882,0.586056367,0.564755888,0.577970283,0.564892779
0.004055573,0.261284234,1,0.034649892,0.591220642,0.594630875,0.576629918,0.587575407,0.570210278
0.01009304,0.263575185,0.115348051,0.026606167,0.540263937,0.554425716,0.551322811,0.572753901,0.565206726
0.009944973,0.258883732,0.104890673,0.068268537,0.592889901,0.593366165,0.57991031,0.587049129,0.574538655
0.005821653,0.260486891,0.089468681,0.025884294,0.605567324,0.587577532,0.572437966,0.58238459,0.566720689
0.004707822,0.260812191,0.312876307,0.164586986,0.406673993,0.486080798,0.564635636,0.582204218,0.567712581
0.004262956,0.261546215,0.083025246,0.074456017,0.582083148,0.581790718,0.561663869,0.581759619,0.560444765
0.009802897,0.266684974,0.033695997,0.029184284,0.485812522,0.521994878,0.538280968,0.579753037,0.56370839
0.002601084,0.263304987,0.142178092,0.115396514,0.587221806,0.584525393,0.566724955,0.586491412,0.562442245
0.001877759,0.261393701,0.800887293,0.763535114,0.610536097,0.598554133,0.584539273,0.599050591,0.567483863
0.006540836,0.259831513,0.320376043,0.302877179,0.618304331,0.604138468,0.58297945,0.58604904,0.567233998
0.008667692,0.262428259,0.467624379,0.370733216,0.409574424,0.423809986,0.557511563,0.587581695,0.574380834
0.003591477,0.260637016,0.090102461,0.077034134,0.57271489,0.580142047,0.57275576,0.586814592,0.571395926
0.007785946,0.263310787,0.076687441,0.070434155,0.590288351,0.58659794,0.575116597,0.585943234,0.568756185
