1.19,60840,1.93,10.67,11.68,12.69,13.76,15.27,20.83,22.74,24.59,25.96
1.18,80026,1.19,3.12,11.86,12.87,13.88,14.95,16.46,22.02,23.93,25.78
1.1,72223,1.18,2.37,4.3,13.04,14.05,15.06,16.13,17.64,23.2,25.11
6.97,72789,1.1,2.28,3.47,5.4,14.14,15.15,16.16,17.23,18.74,24.3
2.57,79879,2.33,6.57,8.38,15.35,16.45,17.63,18.82,20.75,29.49,30.5
32.58,76209,2.57,4.9,9.14,10.95,17.92,19.02,20.2,21.39,23.32,32.06
8.94,88277,32.58,35.15,37.48,41.72,43.53,50.5,51.6,52.78,53.97,55.9
5.84,92789,8.94,41.52,44.09,46.42,50.66,52.47,59.44,60.54,61.72,62.91
6.95,92792,5.84,14.78,47.36,49.93,52.26,56.5,58.31,65.28,66.38,67.56
1.21,71756,6.95,12.79,21.73,54.31,56.88,59.21,63.45,65.26,72.23,73.33
3.7,84771,1.21,8.16,14,22.94,55.52,58.09,60.42,64.66,66.47,73.44
1,59151,3.7,4.91,11.86,17.7,26.64,59.22,61.79,64.12,68.36,70.17
1.05,58848,1,4.7,5.91,12.86,18.7,27.64,60.22,62.79,65.12,69.36
4.25,54518,1.05,2.05,5.75,6.96,13.91,19.75,28.69,61.27,63.84,66.17
1.55,78008,4.25,5.3,6.3,10,11.21,18.16,24,32.94,65.52,68.09
4.68,56737,1.55,5.8,6.85,7.85,11.55,12.76,19.71,25.55,34.49,67.07
1.26,93126,4.68,6.23,10.48,11.53,12.53,16.23,17.44,24.39,30.23,39.17
1.38,82054,1.26,5.94,7.49,11.74,12.79,13.79,17.49,18.7,25.65,31.49
1.16,72438,1.38,2.64,7.32,8.87,13.12,14.17,15.17,18.87,20.08,27.03
6.81,93085,1.29,3.54,5.47,6.63,8.01,9.27,13.95,15.5,19.75,20.8
16.97,57817,6.81,8.1,10.35,12.28,13.44,14.82,16.08,20.76,22.31,26.56
1.02,60409,16.97,23.78,25.07,27.32,29.25,30.41,31.79,33.05,37.73,39.28
1.1,50227,1.02,17.99,24.8,26.09,28.34,30.27,31.43,32.81,34.07,38.75
2.49,61029,1.1,2.12,19.09,25.9,27.19,29.44,31.37,32.53,33.91,35.17
1.34,75623,2.49,3.59,4.61,21.58,28.39,29.68,31.93,33.86,35.02,36.4
91.31,94109,1.34,3.83,4.93,5.95,22.92,29.73,31.02,33.27,35.2,36.36
1.59,54219,91.31,92.65,95.14,96.24,97.26,114.23,121.04,122.33,124.58,126.51
1.17,53526,1.6,3.19,94.5,95.84,98.33,99.43,100.45,117.42,124.23,125.52
1.1,50773,1.17,2.77,4.36,95.67,97.01,99.5,100.6,101.62,118.59,125.4
5.35,44707,1.1,2.27,3.87,5.46,96.77,98.11,100.6,101.7,102.72,119.69
1.2,50242,5.35,6.45,7.62,9.22,10.81,102.12,103.46,105.95,107.05,108.07
2.56,59346,1.2,6.55,7.65,8.82,10.42,12.01,103.32,104.66,107.15,108.25
1.22,58095,2.56,3.76,9.11,10.21,11.38,12.98,14.57,105.88,107.22,109.71
1.83,63933,1.22,3.78,4.98,10.33,11.43,12.6,14.2,15.79,107.1,108.44
1.64,95847,1.83,3.05,5.61,6.81,12.16,13.26,14.43,16.03,17.62,108.93
3.69,52188,1.64,3.47,4.69,7.25,8.45,13.8,14.9,16.07,17.67,19.26
1.46,86928,3.69,5.33,7.16,8.38,10.94,12.14,17.49,18.59,19.76,21.36
6.16,95520,1.46,5.15,6.79,8.62,9.84,12.4,13.6,18.95,20.05,21.22
3.35,87246,6.16,7.62,11.31,12.95,14.78,16,18.56,19.76,25.11,26.21
2.32,67704,3.35,9.51,10.97,14.66,16.3,18.13,19.35,21.91,23.11,28.46
1.27,53270,2.32,5.67,11.83,13.29,16.98,18.62,20.45,21.67,24.23,25.43
3.67,50540,1.27,3.59,6.94,13.1,14.56,18.25,19.89,21.72,22.94,25.5
4.67,40830,3.67,4.94,7.26,10.61,16.77,18.23,21.92,23.56,25.39,26.61
1.1,49375,4.67,8.34,9.61,11.93,15.28,21.44,22.9,26.59,28.23,30.06
1.13,41184,1.1,5.77,9.44,10.71,13.03,16.38,22.54,24,27.69,29.33
38.28,57674,1.13,2.23,6.9,10.57,11.84,14.16,17.51,23.67,25.13,28.82
3.7,59440,38.28,39.41,40.51,45.18,48.85,50.12,52.44,55.79,61.95,63.41
1.56,36400,3.7,41.98,43.11,44.21,48.88,52.55,53.82,56.14,59.49,65.65
1.07,48901,1.56,5.26,43.54,44.67,45.77,50.44,54.11,55.38,57.7,61.05
1.23,59266,1.07,2.63,6.33,44.61,45.74,46.84,51.51,55.18,56.45,58.77
4.93,46915,1.23,2.3,3.86,7.56,45.84,46.97,48.07,52.74,56.41,57.68
13.95,36813,4.93,6.16,7.23,8.79,12.49,50.77,51.9,53,57.67,61.34
2.88,43238,13.95,18.88,20.11,21.18,22.74,26.44,64.72,65.85,66.95,71.62
