5.74,81580,63296,61.11,4.28,11542374,12490119,12406312,12527667,11588856
2.96,139495,46863,64.41,8.4,11620301,12569139,12555311,12501020,11616063
2.13,168805,-112358,12.98,9.87,11661342,12656758,12586623,12510968,11736568
1.08,414425,-403151,13.49,10.83,11538378,12563648,12458171,12450387,11571809
1.58,27101,-15851,13.08,6.17,11139678,12129080,12061031,12074650,11220790
1.27,39189,-35351,13.49,4.79,11103182,12162241,12040895,12115657,11165312
1.16,54303,-51414,9.02,3.93,11153340,12125164,12064948,12139190,11243646
1.86,42184,-27332,7.22,4.01,11229454,12089809,12060979,12139280,-639970
43.2,99630,98559,6.95,4.29,11258169,11992671,11948091,12157958,-641184
1.32,180824,-68278,49.07,46.22,11281624,12106756,12102833,12311531,-485867
1.02,149368,-149366,48.81,46.38,11142750,11935136,12022650,11083839,-505017
4.01,51756,-3163,48.56,45.54,10946814,11780711,11783341,10898384,-717679
1.87,49661,-16712,51.41,6.35,10771022,11817954,11743263,10968863,-767705
4.59,47779,20988,51.42,6.9,10806786,11798266,11778328,10899750,-672059
1.45,49930,-30615,12.81,10.47,10795953,11824602,11826730,10972870,-247920
1.3,83286,-67405,12.94,7.91,10686560,11826860,11852973,10902628,-262684
1.21,54328,-40024,13.22,7.34,10662860,11679848,11844452,10948908,-294738
4.05,58614,40096,10.42,3.96,10668755,11625338,11855932,-923318,-283348
4.38,53224,42504,12.6,6.56,11205955,11734243,11942038,-857104,-215920
2.6,128119,-9535,12.39,9.64,11327262,11620146,12039556,-757842,-271975
1.9,45045,-14837,13.54,11.03,11330479,11688063,10870607,-718249,-213232
2.54,58184,-10991,14.14,8.88,11393277,11758929,10819681,-796382,-78703
1.76,118008,-34302,15.47,7.04,11455278,11732387,10882332,-854236,-86531
1.58,62864,-53758,13.18,6.2,11322372,11681991,10795629,-776180,-104121
1,76938,-76938,10.38,5.88,11323891,11634244,10794003,-426787,-178867
2.66,77362,-15920,8.78,4.34,11269267,11553021,10677438,-487874,-225190
1.11,85394,-74097,9.54,5.24,11225201,11596505,10775203,-468443,-173705
4.85,76960,71253,8.11,4.77,11171356,11569853,-1131096,-491126,-207778
21.68,61394,72776,11.2,8.62,11361973,11555550,-1033725,-392541,-176621
1.03,72429,-72117,31.3,27.64,11454478,11684509,-904191,-418324,-146349
7.1,76949,35040,31.33,27.56,11431522,11600487,-927180,-422163,-208931
2.3,65580,-45948,35.77,29.81,11501756,11545584,-955436,-237757,-159054
1.02,75153,-75151,36.96,10.43,11528677,11462721,-1048247,-280542,-194011
1.41,143541,-128823,33.13,10.42,11533440,11439347,-1011040,-338981,-234860
1.1,104327,-98885,12.86,4.73,11547446,11337938,-736712,-488792,-309925
1.83,55111,-30570,12.93,3.53,11171814,11295911,-819746,-557062,-331872
1.27,81285,-65307,7.66,4.34,11175244,11324225,-814965,-520227,-346522
1.8,117172,-62868,6.63,4.2,11146157,11310422,-828858,-545510,-337732
2.7,138033,8773,7.41,4.9,11119724,11293564,-864394,-648474,-471853
4.15,121116,63674,8.7,5.77,11161491,11357351,-954180,-682205,-535856
2.07,85338,14600,11.75,8.65,11175609,10261611,-822228,-608996,-400065
1.19,132547,-73404,11.99,8.92,11220303,10240122,-658262,-579559,-420505
1.19,86749,-78170,11.91,7.41,11173099,10240360,-728503,-641972,-447961
1.03,109707,-109624,11.3,4.45,11073107,10109789,-789961,-685840,-450980
1.07,99403,-99299,9.63,3.41,10954570,10052297,-920573,-741706,-431781
1.89,97130,-71220,6.55,3.29,10874844,9913371,-989257,-764067,-432195
1.72,172951,-144443,6.37,3.99,10813635,9955836,-993072,-819367,-472845
2.26,230450,-85958,6.9,4.68,10633018,-2020809,-1097491,-889713,-551981
1.83,210018,-164112,7.97,5.87,10568018,-2080649,-1223545,-1046924,-575071
8.71,315061,438269,8.77,5.81,10384663,-2188003,-1430161,-1283812,-747956
1.14,44930,-43431,16.41,12.8,10789513,-1700606,-982357,-773426,-373361
8.38,114049,72014,15.66,11.68,10761806,-1807333,-1010951,-851897,-431392
1.25,25484,-23002,22.32,18.23,10874576,-1782182,-927946,-733935,-285974
2.37,153607,18311,21.31,10.77,10870822,-1692826,-916646,-681786,-230806
1.13,71868,-57538,21.85,12,10857716,-1271364,-844577,-534652,-102871
1.94,142202,-31399,14.27,4.75,10849190,-1313051,-825177,-493305,-61110
5.29,53873,9020,15.07,5.44,10816065,-1309099,-840656,-494134,-21289
1.07,68323,-67834,11.98,8.36,10841144,-1248665,-757539,-419807,132174
1.14,155436,-154130,11.8,8.3,10703504,-1289167,-896626,-424773,150298
1.22,90868,-75107,10.57,7.5,10564900,-1541856,-1123532,-587676,160280
1.06,91208,-91077,10.66,3.43,10386451,-1548685,-1126522,-726457,-353096
7.5,81150,35900,9.78,3.42,10290315,-1490396,-1252639,-832134,-400742
1.48,103771,-79983,11.99,9.78,10366621,-1451333,-1170791,-722830,-436856
1.72,81169,-57648,12.4,10.04,10283662,-1514604,-1175623,-724643,-493837
1.1,66693,-65523,12.98,10.7,10231362,-1593240,-1104448,-672667,-569796
1.27,58000,-49010,12.86,4.3,10198712,-1628148,-1071086,-638891,-577781
1.81,111139,-84042,13.07,4.09,10070095,-1609753,-1089526,-616681,-595392
2.87,90864,-35652,7.38,4.18,9971567,-1653771,-1108261,-556280,-688454
13.45,135139,106870,8.77,5.95,10004724,-1729519,-1081045,-505974,-656272
1.08,66504,-66320,20.5,18.13,9954993,-1665153,-982948,-234992,-395272
1.86,108301,-53819,20.48,17.4,9966125,-1721938,-1112942,-739581,-386485
5.16,75149,40958,21.07,16.39,9998009,-1760920,-1181361,-749969,-349227
5.53,152738,86916,24.42,8.1,10023416,-1708971,-1066999,-781025,-344169
8.54,89772,34436,27.08,12.55,10094238,-1587753,-901913,-671107,-177270
1.83,71498,-44099,22.17,19.23,10134685,-1499559,-757853,-654982,-85186
1.57,65551,-52076,22.92,15.9,10086301,-1466720,-702653,-641543,-63762
1.65,82549,-71933,22.63,11.94,10093629,-1502876,-683509,-662220,-66828
1.62,170122,-58358,19.12,5.05,10069141,-1500712,-610999,-743173,-54719
2.19,68590,-32615,15.21,4.84,9925227,-1630323,-583399,-733697,-77425
2.61,165096,31078,8.86,5.46,9948795,-1735714,-451902,-612182,-216910
1.29,151187,-141028,9.64,6.42,9967968,-1632519,-859093,-505997,-119512
2.06,92964,-38479,9.36,6.09,9736997,-1808587,-956690,-555948,-206721
3.01,104877,63400,9.77,5.96,9661603,-1801118,-1067183,-630327,-286158
5.24,74146,60450,11.16,6.36,9776780,-1662567,-980781,-486944,-309674
1.56,145962,-126026,14.21,10.31,9864644,-1473294,-938642,-368846,-283660
9.01,192086,84905,13.16,9.81,9795476,-1500435,-1007130,-429349,-365587
1,84382,-84382,20.88,15.81,9939265,-1384960,-890826,-295434,-228606
3.6,58205,7454,19.82,11.57,9906387,-1404035,-984228,-295774,-241055
29.07,32839,107108,20.41,13.61,9959851,-1333713,-908940,-252668,-175243
2.82,67293,-10279,44.24,33.67,10121973,-1235378,-647702,-252430,-35520
9.23,44105,87918,45.5,35.49,8952280,-1309331,-582874,-196389,-76877
1.49,160016,-136136,45.72,41.12,9004109,-1236013,-403879,-54652,152069
1.05,101626,-99904,46.21,13.54,8941615,-1298745,-575915,-231746,54412
3.96,156755,82871,43.66,11.77,8789310,-1320479,-595836,-418566,-108892
1.07,104910,-103965,18.55,6.5,8924313,-1127984,-455317,-370131,-86471
22.05,116234,148021,16.8,6.08,8780721,-1132650,-493759,-429997,-64410
9.33,78787,87921,29.62,27.08,9042427,-913409,-296728,-229900,-1294
1.75,47112,-35351,37.46,32.45,-2701854,-681045,-124765,-70046,171009
1.79,135643,-53269,38.16,33.13,-2711087,-630438,-124464,-47039,128204
15.17,59250,67996,35.99,12.87,-2707598,-519595,-284603,-67693,-32173
13.79,97631,97575,50.09,18.71,-2590474,-889868,-150287,-30775,46102
1,30858,-30858,41.83,30.75,-2556195,-748862,1107,207828,55759
