배수,총배팅,1게임배수,2게임배수,3게임배수,4게임배수,5게임배수,6게임배수,7게임배수,8게임배수,9게임배수,10게임배수,100게임이득,50게임이득,10게임이득,5게임이득,3게임이득
1.01,72878,1.87,4.42,5.47,9.39,10.52,13.380000000000003,15.250000000000004,17.84,24.000000000000004,26.150000000000002,-559419,-774026,-204236,-158225,-106451
2.05,51625,1.01,2.88,5.43,6.4799999999999995,10.4,11.53,14.390000000000002,16.260000000000005,18.85,25.010000000000005,-610216,-880974,-262064,-172176,-136558
10,94419,2.05,3.0599999999999996,4.93,7.4799999999999995,8.53,12.45,13.579999999999998,16.44,18.310000000000006,20.900000000000002,-622350,-910098,-343446,-222376,-159442
3.78,51026,10.0,12.05,13.059999999999999,14.93,17.48,18.53,22.45,23.58,26.44,28.310000000000006,-549482,-853476,-277459,-120993,-57312
1.04,65687,3.78,13.78,15.83,16.84,18.71,21.26,22.310000000000002,26.23,27.36,30.220000000000002,-647450,-867986,-252413,-106312,10082
1.1,83128,2.49,5.19,7.710000000000001,9.08,12.88,13.959999999999999,14.959999999999999,39.27000000000001,43.63,44.74,-967775,-802617,-104287,-39597,3204
1.02,63752,17.05,42.84,45.41,47.010000000000005,67.4,68.8,84.74999999999999,88.24,91.05,94.77999999999999,-966097,-275008,65405,161721,161297
3.01,43140,3.72,5.800000000000001,9.270000000000001,10.290000000000001,27.339999999999996,53.13,55.699999999999996,57.300000000000004,77.69,79.08999999999999,-947566,-385131,65548,-37472,-2876
1.91,56816,3.01,6.73,8.81,12.280000000000001,13.3,30.349999999999994,56.14,58.709999999999994,60.31,80.7,-901443,-319725,95376,-66345,-6577
2.95,57203,1.91,4.92,8.64,10.72,14.190000000000001,15.21,32.25999999999999,58.05,60.61999999999999,62.22,-942144,-386566,48672,-24018,-13274
1.24,72197,2.95,4.86,7.87,11.59,13.670000000000002,17.14,18.16,35.209999999999994,61.0,63.56999999999999,-989121,-399260,88452,-13077,-6505
1.31,59039,1.24,4.19,6.1000000000000005,9.11,12.83,14.910000000000002,18.38,19.4,36.449999999999996,62.24,-986435,-441670,21097,-66664,-74527
1.2,62774,3.0,4.3100000000000005,5.55,8.5,10.41,13.42,17.14,19.220000000000002,22.689999999999998,23.709999999999997,-996021,-399258,-163591,-97246,-90746
1.38,54945,1.2,4.2,5.510000000000001,6.75,9.7,11.61,14.62,18.34,20.42,23.889999999999997,-991337,-426131,-154138,-130120,-76730
1.84,47672,19.36,20.99,22.369999999999997,23.57,26.57,27.88,29.119999999999997,32.06999999999999,33.98,36.989999999999995,-979289,-466907,-136010,-10053,15252
1.03,59864,1.84,21.2,22.83,24.209999999999997,25.41,28.41,29.72,30.959999999999997,33.91,35.82,-931713,-474101,-160062,-62816,7717
3.12,88141,1.03,2.87,22.23,23.86,25.24,26.44,29.44,30.75,31.99,34.94,-945909,-555168,-198786,-68666,-18782
1.43,81879,3.12,4.15,5.99,25.35,26.98,28.36,29.560000000000002,32.56,33.87,35.11,-819660,-492488,-150736,10543,-21231
1.51,60228,1.43,4.55,5.58,7.42,26.78,28.41,29.79,30.990000000000002,33.99,35.3,-774566,-472612,-114927,11687,-29392
1.11,78558,1.51,2.94,6.06,7.09,8.93,28.290000000000003,29.92,31.3,32.5,35.5,-714826,-491875,-104377,-94324,-10406
3.63,47797,1.11,2.62,4.05,7.17,8.2,10.04,29.400000000000002,31.03,32.410000000000004,33.61,-620244,-617346,-211189,-148373,-151199
1.13,81707,3.63,4.74,6.25,7.68,10.8,11.829999999999998,13.669999999999998,33.03,34.660000000000004,36.040000000000006,-770448,-590859,-144124,-75458,-105927
2.5,65954,1.13,4.76,5.87,7.38,8.809999999999999,11.93,12.959999999999997,14.799999999999997,34.160000000000004,35.790000000000006,-741813,-653830,-197082,-207625,-134532
36.05,66091,2.5,3.63,7.26,8.370000000000001,9.879999999999999,11.309999999999999,14.43,15.459999999999997,17.299999999999997,36.660000000000004,-653722,-614183,-134994,-146681,-27700
2.32,66364,36.05,38.55,39.68,43.309999999999995,44.42,45.92999999999999,47.36,50.48,51.50999999999999,53.349999999999994,-576094,-542495,-133428,-39104,25948
1.31,48982,2.32,38.37,40.87,42.0,45.629999999999995,46.74,48.24999999999999,49.68,52.8,53.82999999999999,-477980,-528082,-107907,40466,96892
3.13,60968,1.31,3.63,39.68,42.18,43.31,46.94,48.050000000000004,49.559999999999995,50.99,54.11,-537840,-407814,-83749,-8291,32463
1.15,56143,3.13,4.4399999999999995,6.76,42.81,45.31,46.440000000000005,50.07,51.18000000000001,52.69,54.120000000000005,-462354,-452177,-135592,72033,-23395
1.37,96611,1.15,4.279999999999999,5.59,7.91,43.96,46.46,47.59,51.22,52.330000000000005,53.839999999999996,-407341,-505118,-140627,6054,-62112
41.19,72607,1.37,2.52,5.6499999999999995,6.96,9.280000000000001,45.33,47.83,48.96,52.589999999999996,53.7,-595141,-519740,-157215,-118111,-83872
8.65,58944,41.19,42.559999999999995,43.71,46.839999999999996,48.15,50.47,86.52,89.02,90.15,93.78,-581441,-429900,-26894,-67360,-42501
1.4,51360,8.65,49.839999999999996,51.209999999999994,52.36,55.489999999999995,56.8,59.12,95.17,97.67,98.80000000000001,-480260,-317590,33226,41517,67926
1.46,50265,1.4,10.05,51.239999999999995,52.60999999999999,53.76,56.88999999999999,58.199999999999996,60.519999999999996,96.57000000000001,99.07000000000001,-474379,-328505,75140,3107,97823
1.53,63691,1.46,2.86,11.510000000000002,52.699999999999996,54.06999999999999,55.22,58.349999999999994,59.66,61.98,98.03,-598776,-368539,15652,9598,14846
1.29,73449,1.53,2.99,4.39,13.040000000000001,54.23,55.599999999999994,56.75,59.879999999999995,61.19,63.51,-640051,-369977,-84989,33122,-92267
1.27,63615,1.29,2.8200000000000003,4.28,5.68,14.330000000000002,55.519999999999996,56.88999999999999,58.04,61.169999999999995,62.48,-646828,-404004,-134051,-66691,-112299
1.12,86628,1.27,2.56,4.09,5.550000000000001,6.949999999999999,15.600000000000001,56.79,58.16,59.31,62.44,-666920,-396618,-146176,-187693,-129365
16.83,74204,12.94,24.11,25.47,43.23,45.92,47.449999999999996,51.15,52.22,53.94,120.50999999999999,-827533,338755,281326,252010,115194
1.76,53899,16.83,29.769999999999996,40.94,42.3,60.059999999999995,62.75,64.28,67.97999999999999,69.05,70.77,-756177,296821,223254,202641,168104
2.44,41761,1.76,18.59,31.529999999999998,42.699999999999996,44.059999999999995,61.81999999999999,64.51,66.04,69.74,70.81,-679741,250029,235305,144005,109702
9.07,64289,2.44,4.2,21.03,33.97,45.13999999999999,46.49999999999999,64.25999999999999,66.95,68.48,72.17999999999999,-690519,249595,286516,168710,31087
1.94,31289,9.07,11.51,13.27,30.1,43.04,54.209999999999994,55.56999999999999,73.32999999999998,76.02000000000001,77.55000000000001,-576034,329863,302588,156983,45611
2.39,22398,1.94,11.01,13.45,15.209999999999999,32.04,44.98,56.14999999999999,57.50999999999999,75.26999999999998,77.96000000000001,-621709,353089,311153,59143,30332
1,66933,1.07,3.46,5.4,14.47,16.91,18.669999999999998,35.5,48.44,59.60999999999999,60.96999999999999,-765478,453961,98734,-45271,-92552
1.13,68874,1.0,2.0700000000000003,4.46,6.4,15.47,17.91,19.669999999999998,36.5,49.44,60.60999999999999,-796708,521809,54230,-114480,-142536
1.59,61977,1.13,2.13,3.2,5.59,7.53,16.6,19.04,20.799999999999997,37.63,50.57,-864428,232200,-59378,-216361,-193353
2.02,64723,1.59,2.7199999999999998,3.7199999999999998,4.79,7.18,9.120000000000001,18.19,20.63,22.389999999999997,39.220000000000006,-881222,192079,-194316,-253459,-177856
1.53,71513,7.4,8.85,10.18,12.68,14.170000000000002,16.189999999999998,17.78,18.91,19.91,20.98,-873751,110312,-264270,30654,125114
9.27,88384,1.53,8.93,10.379999999999999,11.709999999999999,14.209999999999999,15.700000000000001,17.72,19.310000000000002,20.44,21.44,-886521,-35069,-255094,82005,174600
1.44,70806,9.27,10.799999999999999,18.2,19.65,20.979999999999997,23.479999999999997,24.97,26.99,28.580000000000002,29.71,-745033,67637,-94501,158406,419933
4.12,90017,1.44,10.709999999999999,12.239999999999998,19.64,21.09,22.419999999999998,24.919999999999998,26.41,28.43,30.020000000000003,-724893,19558,-101104,204781,-30187
1.45,39323,4.12,5.5600000000000005,14.829999999999998,16.36,23.76,25.21,26.54,29.04,30.53,32.55,-537420,69672,45381,448892,122619
1.09,54415,3.12,4.57,8.690000000000001,10.13,19.4,20.93,28.330000000000002,29.78,31.11,33.61,-82345,193845,200106,118101,87920
1.9,65599,1.09,4.21,5.66,9.780000000000001,11.22,20.49,22.02,29.42,30.87,32.2,-49771,247662,128585,-29821,-58780
6.12,88519,1.9,2.99,6.109999999999999,7.5600000000000005,11.680000000000001,13.120000000000001,22.389999999999997,23.919999999999998,31.32,32.77,-349957,-18724,189455,-15326,-73018
1.01,75210,6.12,8.02,9.11,12.23,13.68,17.8,19.240000000000002,28.509999999999998,30.04,37.44,-242536,37911,418745,-30147,-25629
1.06,68776,1.01,7.13,9.03,10.12,13.24,14.69,18.810000000000002,20.250000000000004,29.52,31.05,-305373,-48530,-42720,-70225,-46191
1.33,70645,1.41,41.849999999999994,42.91,43.919999999999995,50.03999999999999,51.94,53.029999999999994,56.14999999999999,57.599999999999994,61.72,-338386,-55450,10885,26211,23418
7.57,49062,1.33,2.74,43.17999999999999,44.239999999999995,45.24999999999999,51.36999999999999,53.269999999999996,54.35999999999999,57.47999999999999,58.92999999999999,-313400,-60694,-117441,-87294,50719
1.85,42155,1.37,8.940000000000001,10.27,11.68,52.11999999999999,53.17999999999999,54.18999999999999,60.30999999999999,62.209999999999994,63.29999999999999,-475316,-132352,-203473,-39831,-126438
1.01,51820,1.07,2.58,8.139999999999999,10.05,11.9,13.27,20.840000000000003,22.17,23.580000000000002,64.01999999999998,-400683,9824,-123325,-83494,69508
1.01,90653,1.01,2.08,3.59,9.149999999999999,11.06,12.91,14.28,21.850000000000005,23.180000000000003,24.590000000000003,-420194,11841,-365005,-98792,-182884
8.74,81020,1.01,2.02,3.09,4.6,10.159999999999998,12.07,13.92,15.29,22.860000000000007,24.190000000000005,-461316,-212960,-352205,-72765,-237999
1.19,60840,1.93,10.67,11.68,12.69,13.76,15.27,20.83,22.740000000000002,24.59,25.96,-626264,-511170,-491924,-359249,-211803
1.18,80026,1.19,3.12,11.86,12.87,13.879999999999999,14.95,16.46,22.02,23.930000000000003,25.78,-655108,-557315,-406883,-323389,-181116
1.1,72223,1.18,2.37,4.3,13.04,14.049999999999999,15.059999999999999,16.13,17.64,23.2,25.110000000000003,-698094,-530891,-392972,-294180,-217988
6.97,72789,1.1,2.2800000000000002,3.47,5.4,14.139999999999999,15.149999999999999,16.16,17.23,18.740000000000002,24.3,-715842,-631881,-348449,-275684,-154434
2.57,79879,2.33,6.57,8.38,15.35,16.450000000000003,17.630000000000003,18.82,20.75,29.489999999999995,30.499999999999993,-619064,-768253,-413736,-119556,-77611
32.58,76209,2.57,4.9,9.14,10.950000000000001,17.919999999999998,19.020000000000003,20.200000000000003,21.39,23.32,32.059999999999995,-587109,-857492,-355690,-80006,94258
8.94,88277,32.58,35.15,37.48,41.72,43.53,50.5,51.6,52.78,53.97,55.9,-432728,-771483,-203151,56782,131779
5.84,92789,8.94,41.519999999999996,44.089999999999996,46.419999999999995,50.66,52.47,59.44,60.54,61.72,62.91,-413192,-710013,24411,353109,226344
6.95,92792,5.84,14.78,47.36,49.92999999999999,52.25999999999999,56.5,58.31,65.28,66.38,67.56,-346762,-596791,195829,335282,370403
1.21,71756,6.95,12.79,21.73,54.31,56.879999999999995,59.209999999999994,63.45,65.26,72.23,73.33,-208171,-457766,359641,479197,344804
3.7,84771,1.21,8.16,14.0,22.94,55.52,58.089999999999996,60.419999999999995,64.66,66.47,73.44,-238853,-568716,365753,445759,186908
1,59151,3.7,4.91,11.86,17.7,26.64,59.220000000000006,61.79,64.11999999999999,68.36,70.17,-95993,-449082,438326,381544,178041
1.05,58848,1.0,4.7,5.91,12.86,18.7,27.64,60.220000000000006,62.79,65.11999999999999,69.36,-107357,-502174,583551,230442,-22411
4.25,54518,1.05,2.05,5.75,6.96,13.91,19.75,28.69,61.27,63.839999999999996,66.16999999999999,-34365,-488326,398476,63194,-12162
1.55,78008,4.25,5.3,6.3,10.0,11.21,18.16,24.0,32.94,65.52000000000001,68.09,206996,-314813,507670,28473,-8267
4.68,56737,1.55,5.8,6.85,7.85,11.55,12.760000000000002,19.71,25.55,34.489999999999995,67.07000000000001,-70964,-303164,494950,49191,5657
1.26,93126,4.68,6.2299999999999995,10.48,11.53,12.53,16.23,17.44,24.39,30.23,39.169999999999995,-11729,-203808,373359,-8185,106662
1.38,82054,1.26,5.9399999999999995,7.489999999999999,11.74,12.79,13.79,17.490000000000002,18.700000000000003,25.650000000000002,31.490000000000002,252,-223730,213962,-16480,-67364
1.16,72438,1.38,2.6399999999999997,7.319999999999999,8.87,13.120000000000001,14.169999999999998,15.169999999999998,18.87,20.080000000000002,27.03,-197013,-191173,23248,-39946,-101299
6.81,93085,1.29,3.54,5.47,6.63,8.01,9.27,13.95,15.5,19.75,20.799999999999997,-449611,-559923,-322019,-305539,-154134
16.97,57817,6.81,8.1,10.35,12.28,13.44,14.82,16.08,20.759999999999998,22.31,26.56,-380185,-345116,-111884,-71938,40065
1.02,60409,16.97,23.779999999999998,25.07,27.32,29.25,30.409999999999997,31.79,33.05,37.73,39.28,-251897,-319534,-99222,119547,197946
1.1,50227,1.02,17.99,24.799999999999997,26.09,28.34,30.27,31.429999999999996,32.81,34.07,38.75,-296905,-316463,-114403,98899,213273
2.49,61029,1.1,2.12,19.09,25.9,27.19,29.44,31.37,32.529999999999994,33.910000000000004,35.17,-389435,-459107,-209918,87332,8628
1.34,75623,2.49,3.5900000000000003,4.61,21.58,28.39,29.68,31.93,33.86,35.019999999999996,36.400000000000006,-351916,-452243,-170354,135185,-138496
91.31,94109,1.34,3.83,4.930000000000001,5.95,22.919999999999998,29.73,31.02,33.27,35.2,36.36,-360015,-553860,-162581,-90643,-149477
1.59,54219,91.31,92.65,95.14,96.24000000000001,97.26,114.23,121.04,122.33,124.58000000000001,126.51,-95551,-343213,66047,-53500,57114
1.17,53526,1.6,3.1900000000000004,94.5,95.84,98.33,99.43,100.45,117.42,124.23,125.52,-405356,-443267,73025,-14307,84964
1.1,50773,1.17,2.77,4.36,95.67,97.01,99.5,100.60000000000001,101.62,118.59,125.4,-470420,-421890,95313,-39872,-124868
5.35,44707,1.1,2.27,3.87,5.460000000000001,96.77,98.11,100.6,101.7,102.72,119.69,-447194,-408314,-108739,-18096,-128514
1.2,50242,5.35,6.449999999999999,7.619999999999999,9.219999999999999,10.81,102.11999999999999,103.46,105.94999999999999,107.05,108.07,-380645,-501971,-131678,-78178,-6757
2.56,59346,1.2,6.55,7.6499999999999995,8.819999999999999,10.419999999999998,12.01,103.32,104.66,107.14999999999999,108.25,-503542,-448092,-120744,-81685,-2784
1.22,58095,2.56,3.76,9.11,10.209999999999999,11.379999999999999,12.979999999999999,14.57,105.88,107.22,109.71,-493635,-432941,-91275,-76968,26092
1.83,63933,1.22,3.7800000000000002,4.9799999999999995,10.33,11.43,12.6,14.2,15.790000000000001,107.1,108.44,-577282,-544118,-120213,-80341,-127031
1.64,95847,1.83,3.05,5.61,6.81,12.16,13.26,14.43,16.03,17.62,108.92999999999999,-568968,-436616,-86229,-68133,-114962
3.69,52188,1.64,3.4699999999999998,4.6899999999999995,7.25,8.45,13.8,14.9,16.07,17.67,19.26,-539152,-429102,-271522,-193344,-123133
1.46,86928,3.69,5.33,7.16,8.379999999999999,10.94,12.139999999999999,17.490000000000002,18.59,19.76,21.360000000000003,-389077,-231623,-144656,-62971,14586
6.16,95520,1.46,5.15,6.79,8.620000000000001,9.84,12.399999999999999,13.599999999999998,18.950000000000003,20.05,21.220000000000002,-387293,-516035,-202942,-125974,-31749
3.35,87246,6.16,7.62,11.31,12.95,14.780000000000001,16.0,18.56,19.759999999999998,25.110000000000003,26.21,-244401,-379189,-48087,32254,98567
2.32,67704,3.35,9.51,10.97,14.66,16.3,18.130000000000003,19.35,21.91,23.11,28.460000000000004,-159131,-168955,116034,184167,132176
1.27,53270,2.32,5.67,11.83,13.290000000000001,16.98,18.62,20.450000000000003,21.67,24.23,25.43,-147092,-158933,-21967,171377,174218
3.67,50540,1.27,3.59,6.9399999999999995,13.1,14.56,18.25,19.89,21.720000000000002,22.94,25.5,-328506,-115546,-19659,43312,25644
4.67,40830,3.67,4.9399999999999995,7.26,10.61,16.77,18.23,21.92,23.560000000000002,25.39,26.61,-430636,-143630,-12645,113329,-102587
1.1,49375,4.67,8.34,9.61,11.93,15.28,21.439999999999998,22.9,26.590000000000003,28.230000000000004,30.060000000000002,-433007,78163,130357,98103,25293
1.13,41184,1.1,5.77,9.44,10.709999999999999,13.03,16.38,22.54,24.0,27.690000000000005,29.330000000000005,-468576,88739,118472,-65695,23169
38.28,57674,1.13,2.23,6.8999999999999995,10.57,11.84,14.16,17.509999999999998,23.669999999999998,25.13,28.820000000000004,-460740,70151,106281,-65096,-4207
3.7,59440,38.28,39.410000000000004,40.51,45.18,48.85,50.120000000000005,52.44,55.79,61.95,63.41,-393529,238352,121526,78214,5755
1.56,36400,3.7,41.980000000000004,43.11000000000001,44.21,48.88,52.550000000000004,53.82000000000001,56.14,59.49,65.65,-319185,257070,254096,140767,103875
1.07,48901,1.56,5.26,43.540000000000006,44.67000000000001,45.77,50.440000000000005,54.11000000000001,55.38000000000001,57.7,61.050000000000004,-431871,428610,119852,21749,112138
1.23,59266,1.07,2.63,6.33,44.61000000000001,45.74000000000001,46.84,51.510000000000005,55.18000000000001,56.45000000000001,58.77,-537384,250684,-43203,22492,-32553
4.93,46915,1.23,2.3,3.86,7.5600000000000005,45.84,46.970000000000006,48.07,52.74,56.410000000000004,57.68000000000001,-566372,201881,-52922,12174,-132800
13.95,36813,4.93,6.16,7.2299999999999995,8.79,12.49,50.77,51.900000000000006,53.0,57.67,61.34,-638512,218980,-21164,-99378,-115372
2.88,43238,13.95,18.88,20.11,21.18,22.74,26.439999999999998,64.72,65.85000000000001,66.95,71.62,-591600,179883,120362,-20405,60978
2.92,38162,2.88,16.83,21.759999999999998,22.99,24.06,25.619999999999997,29.319999999999997,67.6,68.73,69.83,-619665,90348,36596,14847,114811
1.45,44340,2.92,5.8,19.75,24.68,25.909999999999997,26.979999999999997,28.54,32.239999999999995,70.52,71.65,-590035,6756,113846,91354,158179
2.98,48274,1.45,4.37,7.25,21.2,26.13,27.359999999999996,28.429999999999996,29.99,33.69,71.97,-601124,-143358,146132,133958,21563
5.78,51893,2.98,4.43,7.35,10.23,24.18,29.11,30.339999999999996,31.409999999999997,32.97,36.669999999999995,-594306,-25590,101811,201189,70970
3.21,38742,5.78,8.76,10.21,13.129999999999999,16.01,29.96,34.89,36.12,37.19,38.75,-519068,-69986,111270,131675,101299
3.98,50756,3.21,8.99,11.969999999999999,13.420000000000002,16.34,19.220000000000002,33.17,38.1,39.33,40.4,-493587,8587,163528,148681,129534
2.18,33303,3.98,7.1899999999999995,12.97,15.95,17.400000000000002,20.32,23.200000000000003,37.15,42.08,43.309999999999995,-371870,116456,264248,172894,129884
6.37,54241,2.18,6.16,9.37,15.15,18.13,19.580000000000002,22.5,25.380000000000003,39.33,44.26,-337685,-22872,282917,148959,38847
1.58,54124,6.37,8.55,12.530000000000001,15.739999999999998,21.52,24.5,25.950000000000003,28.87,31.750000000000004,45.699999999999996,-186974,116190,392160,190971,113260
1.46,39955,1.58,7.95,10.13,14.110000000000001,17.32,23.1,26.08,27.53,30.450000000000003,33.330000000000005,-185456,18352,211828,80153,8558
7.35,37981,1.46,3.04,9.41,11.59,15.57,18.78,24.560000000000002,27.54,28.990000000000002,31.910000000000004,-169367,54363,177977,29296,9871
2.37,40955,7.35,8.809999999999999,10.39,16.759999999999998,18.939999999999998,22.92,26.130000000000003,31.910000000000004,34.89,36.34,40262,231435,247927,75033,13946
6.89,38706,2.37,9.719999999999999,11.18,12.760000000000002,19.13,21.31,25.290000000000003,28.500000000000004,34.28,37.26,-9209,271466,224528,75569,34263
2.5,53171,6.89,9.26,16.61,18.07,19.650000000000002,26.02,28.2,32.18,35.39,41.17,202259,412840,274319,83348,167312
3.48,52556,2.5,9.39,11.76,19.11,20.57,22.150000000000002,28.52,30.7,34.68,37.89,327951,425498,190049,109896,43421
4.96,61597,3.48,5.98,12.870000000000001,15.24,22.59,24.05,25.630000000000003,32.0,34.18,38.16,-73098,486825,156219,126923,61225
22.18,37954,4.96,8.44,10.940000000000001,17.830000000000002,20.2,27.55,29.01,30.590000000000003,36.96,39.14,79035,424151,195811,120778,51376
1.13,39903,22.18,27.14,30.619999999999997,33.120000000000005,40.010000000000005,42.379999999999995,49.730000000000004,51.19,52.77,59.14,120176,439710,363360,287791,212158
1.04,36368,1.13,23.31,28.27,31.749999999999996,34.25000000000001,41.14000000000001,43.51,50.86000000000001,52.32,53.900000000000006,144020,460483,229890,146542,186931
9.89,37194,1.04,2.17,24.349999999999998,29.31,32.79,35.290000000000006,42.18000000000001,44.55,51.900000000000006,53.36,15304,474411,246141,136245,58888
19.42,18878,9.89,10.93,12.06,34.239999999999995,39.2,42.68,45.18000000000001,52.07000000000001,54.44,61.790000000000006,194248,646491,421774,294851,68285
1.17,33746,19.42,29.310000000000002,30.35,31.480000000000004,53.66,58.620000000000005,62.1,64.60000000000001,71.49000000000001,73.86,198585,752445,358429,237651,142485
1.39,13808,1.17,20.590000000000003,30.480000000000004,31.520000000000003,32.650000000000006,54.83,59.790000000000006,63.27,65.77000000000001,72.66000000000001,219937,563150,357731,69940,145853
2.68,41606,1.39,2.5599999999999996,21.980000000000004,31.870000000000005,32.910000000000004,34.040000000000006,56.22,61.18000000000001,64.66,67.16000000000001,256063,596259,243259,96717,-11203
