2552559,1.36,38923,-22388
2552558,2.78,52273,15759
2552557,4.75,44592,26455
2552556,1,64616,-64616
2552555,3.6,136063,124046
2552554,1.03,81644,-81623
2552553,1.39,69851,-61573
2552552,1.26,51373,-43747
2552551,1.19,44491,-39774
2552550,1.81,46579,-35327
2552549,1.3,62646,-38587
2552548,2.02,33419,-9292
2552547,1.62,46463,-36689
2552546,12.18,30545,28107
2552545,4.27,47199,34475
2552544,1.08,29088,-28971
2552543,1.03,46269,-46264
2552542,1.81,51300,-27160
2552541,1.65,67780,-25854
2552540,1.06,35021,-34764
2552539,3.57,31486,20534
2552538,1.12,50890,-46317
2552537,26.33,20918,28632
2552536,1.51,58549,-41530
2552535,1.35,32270,-14109
2552534,20.45,46664,60269
2552533,1.16,39498,-33898
2552532,3.03,33390,-233
2552531,1.13,44563,-38996
2552530,6.24,45905,25921
2552529,24.37,29742,70396
2552528,10.32,345677,35267
2552527,4.42,36308,32825
2552526,1.09,48303,-48262
2552525,1.09,15693,-15652
2552524,5.58,25316,9054
2552523,1.06,320011,-2000
2552522,9.12,43060,70517
2552521,1.62,31584,-25467
2552520,2.06,33136,-15995
2552519,4.58,351369,112021
2552518,1.36,62480,-47685
2552517,1.69,45386,-32122
2552516,2.23,53541,-35319
2552515,1.08,35077,-34033
2552514,1.12,38977,-29607
2552513,1.64,292914,-1150
2552512,1.37,24758,-16773
2552511,2.27,38642,119
2552510,4.21,299404,60275
2552509,2.92,43143,-10174
2552508,1.26,55046,-52054
2552507,1.16,39292,-38940
2552506,2.49,275548,-2342
2552505,1.29,46941,-43122
2552504,3.02,51812,38352
2552503,1.04,66009,-66004
2552502,1.34,42156,-38889
2552501,1.17,76517,-76073
2552500,5.06,20098,12629
2552499,1.07,25164,-23777
2552498,1.34,407549,-146868
2552497,14.77,259914,62652
2552496,2,45570,891
2552495,3.32,95086,49144
2552494,1.13,604483,-602571
2552493,1.09,399118,-398971
2552492,1.32,204628,-202852
2552491,1.42,325164,-113487
2552490,1.32,263482,-68423
2552489,9.47,17156,17610
2552488,1.05,35965,-32897
2552487,3.14,207447,25843
2552486,27.15,39770,16019
2552485,2.25,186992,13375
2552484,6.8,161079,23754
2552483,5.64,39115,41235
2552482,1.09,18520,-18489
2552481,2.14,69286,17030
2552480,1.24,165055,-23171
2552479,14.35,74751,63096
2552478,1.93,148377,-13693
2552477,2.81,128974,194
2552476,1.67,99289,2618
2552475,2.33,116547,25912
2552474,121.99,55439,127813
2552473,1.25,23474,-17440
2552472,1.06,234889,-234774
2552471,5.06,19973,11900
2552470,5.73,124290,89047
2552469,1.11,71110,-15780
2552468,1.72,54778,-50549
2552467,3.55,94271,171518
2552466,1.31,83566,-83013
2552465,1.71,61718,-58075
2552464,2.06,54261,-33443
2552463,2.58,42848,-12435
2552462,2.88,22730,-12031
2552461,2.51,64162,15747
2552460,2.85,15732,-4900
2552459,1.08,21477,-21323
2552458,8,48139,25549
2552457,2.56,32077,-10544
2552456,1.48,37144,-32821
2552455,1.06,27577,-27566
2552454,6.46,73757,41534
2552453,4.86,32630,11168
2552452,1.67,37496,-33763
2552451,2.53,26307,-5521
2552450,3.4,42803,39696
2552449,1.45,56654,-50179
2552448,1.9,44766,-13143
2552447,2.14,15543,-5386
2552446,1.01,43021,-43017
2552445,2.27,85432,4021
2552444,3.76,17388,9450
2552443,4.67,86143,63182
2552442,3.08,50805,11941
2552441,3.82,27999,11055
2552440,3.21,46514,18031
2552439,2.24,30007,-1596
2552438,2.52,33857,-5981
2552437,62.17,27619,48682
2552436,1.31,34545,-28375
2552435,2.17,21985,-5081
2552434,2.08,36961,9948
2552433,4.57,24398,13914
2552432,4.36,22765,14707
2552431,5.31,25269,14604
2552430,1.45,29907,-25245
2552429,5.3,32985,22564
2552428,1.05,36789,-34597
2552427,3.82,24064,14756
2552426,2.79,27950,-10363
2552425,2.47,28137,-10713
2552424,12.54,18350,25499
2552423,1.38,23924,-21895
2552422,5.07,36881,50313
2552421,38.01,22964,38361
2552420,5.62,26588,22413
2552419,2.24,29504,-14957
2552418,2.77,30455,-10985
2552417,3.16,38445,13478
2552416,1.23,46258,-39401
2552415,1.11,36442,-35839
2552414,2.76,23613,-3607
2552413,1.34,26472,-20274
2552412,5.37,40453,39437
2552411,5.45,41359,39069
2552410,14.09,39191,60263
2552409,1.95,39049,-29658
2552408,3.87,105893,153884
2552407,2.3,78463,-53335
2552406,1.13,68749,-59428
2552405,1.47,71613,-65623
2552404,2.22,80876,-39873
2552403,2.19,48160,-33848
2552402,1.04,45423,-45418
2552401,1.09,39137,-38056
2552400,7.09,110006,47969
2552399,8.43,48096,39547
2552398,8.33,43867,53173
2552397,2.06,46884,-30523
2552396,1.34,30762,-29380
2552395,2.96,39053,-747
2552394,1.27,42750,-40506
2552393,3.08,98497,97615
2552392,1.17,66259,-64489
2552391,1.39,42088,-39296
2552390,1.58,44577,-41284
2552389,1.26,43186,-39805
2552388,1.08,34363,-33274
2552387,5.77,150922,255092
2552386,1.05,83922,-83915
2552385,2.12,90556,-52236
2552384,1.24,55337,-51105
2552383,1.54,48732,-45780
2552382,1.09,55696,-55311
2552381,1,39467,-39467
2552380,1.46,25698,-22213
2552379,1.15,18378,-18229
2552378,8.27,30237,45514
2552377,1.47,34969,-29223
2552376,2.92,24819,-13844
2552375,1.52,25656,-13938
2552374,1.58,19389,-14659
2552373,21.03,21194,20085
2552372,2.2,22986,-4138
2552371,7.72,32376,29170
2552370,1.62,35254,-24839
2552369,2.65,24154,-6823
2552368,1.16,19518,-19078
2552367,505.01,27248,59845
2552366,6.43,62801,41135
2552365,1.3,88539,-45115
2552364,5.24,6308013,12213484
2552363,2.2,4058554,-4043646
2552362,1.63,2625229,-2615594
2552361,2.2,1720548,-1684423
2552360,1.02,1873928,-1873916
2552359,1.73,1265117,-1249014
2552358,1,808587,-808587
2552357,1.52,1318259,-1313585
2552356,1.08,849249,-849125
2552355,1.93,540969,-521154
2552354,1.43,340643,-332359
2552353,1.08,221107,-220983
2552352,2.54,134683,-124903
2552351,2.64,101208,-77279
2552350,1.86,79221,-51253
2552349,1.36,50743,-46527
2552348,2.37,56439,-18302
2552347,1.64,33340,-20469
2552346,1.44,30581,-23397
2552345,2.07,80769,-70905
2552344,1.07,46448,-46125
2552343,1.33,48134,-37504
2552342,3.32,30130,27188
2552341,1.08,29145,-28610
2552340,3.66,17664,4381
2552339,1.26,24752,-21974
2552338,4.45,23784,26272
2552337,2.57,26897,-4604
2552336,4.09,25678,6463
2552335,4.3,31770,14997
2552334,6.83,106876,42925
2552333,1.17,25166,-22747
2552332,1.38,20604,-18326
2552331,1.41,99586,-7398
2552330,4.76,22168,12289
2552329,2.38,27923,-932
2552328,23.32,33224,57698
2552327,1.01,28224,-28220
2552326,1.05,276028,-275990
2552325,1.99,34389,-19409
2552324,1.23,59581,-57550
2552323,9.65,35780,27610
2552322,1.35,42828,-37925
2552321,1.79,36513,-11725
2552320,3.07,25494,21577
2552319,2.53,21785,-4482
2552318,1.13,36429,-36407
2552317,19.68,37341,30115
2552316,3.89,27307,26449
2552315,2.17,83558,20325
2552314,1.57,38756,-8764
2552313,2.83,17716,1712
2552312,1.11,32536,-32210
2552311,8.76,64083,26643
2552310,2.11,33072,-1441
2552309,3.63,25066,20506
2552308,1.09,31493,-30442
2552307,1.53,36026,-14602
2552306,1.57,34459,-12434
2552305,9.75,32008,38301
2552304,2.55,220222,-10065
2552303,1.65,20191,-15436
2552302,2.39,178207,18227
2552301,149.36,45546,115820
2552300,1.07,74830,-74760
2552299,1,73713,-73713
2552298,1.33,56691,-17743
2552297,1.38,23214,-19611
2552296,2.54,18018,-4275
2552295,4.12,25474,16551
2552294,2.38,17122,-896
2552293,1.49,11346,-7052
2552292,2.21,45124,-4567
2552291,3.72,19135,12176
2552290,1.1,38574,-37086
2552289,6.77,27347,35474
2552288,33.05,19150,16081
2552287,6.68,137331,120684
2552286,1.53,88530,-83902
2552285,1.03,28624,-28415
2552284,2.27,22970,-5846
2552283,1.12,41034,-40661
2552282,5.64,46808,43629
2552281,1.34,53309,-47860
2552280,3.95,21135,11664
2552279,118.03,23394,47262
2552278,10.71,42613,25877
2552277,3.73,27159,9920
2552276,4.34,18213,7605
2552275,3.66,83792,116067
2552274,1.22,59958,-54686
2552273,2.16,37728,-19393
2552272,1.02,35577,-35369
2552271,1.96,21900,-13337
2552270,2.91,46838,-1227
2552269,1.96,17774,-9951
2552268,2.16,24286,-3247
2552267,3.57,26988,13256
2552266,2.1,48955,-1815
2552265,1,25930,-25930
2552264,15.19,15236,34880
2552263,3.1,56301,37563
2552262,1.53,49751,-44388
2552261,1.62,26818,-21440
2552260,1.01,21150,-21146
2552259,1.6,18702,-15043
2552258,1.65,34424,-16559
2552257,12.53,24414,23701
2552256,15.69,31546,38374
2552255,75.15,65444,108701
2552254,1.74,84638,-59194
2552253,1.46,57507,-50853
2552252,1.36,38254,-33126
2552251,2.86,30082,2129
2552250,1.15,31620,-30774
2552249,1.78,21863,-14689
2552248,4.83,46641,40670
2552247,2.25,21672,-14128
2552246,1.07,22025,-21804
2552245,1.32,30522,-25425
2552244,1.25,12643,-11148
2552243,4.03,46661,71678
2552242,1.2,44196,-43508
2552241,2.64,23053,-8934
2552240,1.69,18338,-12935
2552239,1.3,21858,-10835
2552238,1.85,16207,-13021
2552237,2.02,43281,4215
2552236,3.84,16083,9073
2552235,1.99,35269,4631
2552234,4.4,25584,21216
2552233,1.27,22091,-20358
2552232,2.76,14911,-4344
2552231,2.61,25345,1620
2552230,22.29,9865,6160
2552229,5.15,58345,40469
2552228,1.74,229178,-23709
2552227,6.51,39362,41219
2552226,1.81,30481,-25107
2552225,1.52,19446,-18065
2552224,1.22,19707,-19198
2552223,1,17582,-17582
2552222,3.74,18776,11147
2552221,41.38,20120,39968
2552220,6.17,21243,11501
2552219,8.48,27789,21567
2552218,11.04,26686,29312
2552217,1.95,19054,-13083
2552216,3.06,24591,13943
2552215,2.81,40167,-4191
2552214,1.28,19883,-17400
2552213,1.46,19416,-18020
2552212,3.49,60558,82056
2552211,1.14,41161,-40832
2552210,1.48,32877,-27809
2552209,1.45,24753,-21581
2552208,2.93,28171,4632
2552207,2.59,19261,-9832
2552206,1.24,20001,-19306
2552205,3.4,81082,115909
2552204,1.76,149434,-48338
2552203,1.39,72360,-65086
2552202,1.02,36767,-36764
2552201,1.08,58595,-42045
2552200,1.86,46493,-14046
2552199,1.95,18978,-16313
2552198,1.23,31017,-27832
2552197,7.6,20287,15112
2552196,5.43,32152,43882
2552195,2.11,241034,43320
2552194,1.59,87447,-73491
2552193,1.26,56923,-54472
2552192,2.23,33720,-23307
2552191,1.03,37356,-37147
2552190,3.39,22793,2019
2552189,12.11,21062,6718
2552188,3.44,21088,2849
2552187,6.1,46747,37121
2552186,2.54,44841,-165
2552185,1.43,22414,-19014
2552184,1.15,35005,-34660
2552183,3.17,35619,19689
2552182,1.22,14971,-14346
2552181,1.09,14586,-13262
2552180,8.02,24549,19085
2552179,4.35,33527,42088
2552178,1.26,26612,-25747
2552177,1.04,25539,-25534
2552176,2.33,16715,-1281
2552175,1.21,17039,-13806
2552174,3.02,76345,71914
2552173,10.15,35201,46463
2552172,2.54,21020,-1380
2552171,3.38,17393,7862
2552170,2.2,26735,379
2552169,8.84,29075,28062
2552168,7.16,40922,53592
2552167,1.21,28037,-26691
2552166,1.13,29301,-27818
2552165,1.53,43191,-28505
2552164,1,32165,-32165
2552163,7.3,47291,33701
2552162,3.74,105246,145185
2552161,1.12,51648,-50517
2552160,1.11,51800,-34285
2552159,2.41,47632,-6786
2552158,2.47,40247,-8698
2552157,1.25,28036,-15412
2552156,1.1,35691,-18848
2552155,2.92,38569,11165
2552154,3.62,25431,11125
2552153,1.64,46619,-44213
2552152,1.05,49840,-49118
2552151,8.88,21749,16849
2552150,6.41,21404,14435
2552149,10.84,54438,52431
2552148,2.07,26046,-15681
2552147,2.4,64396,-4225
2552146,2.59,36552,-8464
2552145,1.33,35111,-11103
2552144,1.26,18546,-14127
2552143,70.96,20128,24331
2552142,3.26,50648,14886
2552141,1.3,40636,-21871
2552140,1.15,21732,-20735
2552139,35.62,39937,30934
2552138,167.64,80511,45828
2552137,1.17,39399,-35756
2552136,2.62,100139,9264
2552135,32.2,30546,38443
2552134,1.02,43922,-43716
2552133,19.62,39274,20311
2552132,4.73,116546,178240
2552131,324.02,470185,878147
2552130,1.87,271727,-264885
2552129,2.8,232461,-134238
2552128,1.02,243447,-243444
2552127,2.06,145280,-129561
2552126,1.66,202472,-89172
2552125,1.11,80175,-77660
2552124,1.96,154140,-38402
2552123,1.62,112757,-39397
2552122,2.09,91604,-13295
2552121,1.92,21394,-15031
2552120,1,15567,-15567
2552119,10.76,53557,81681
2552118,132.67,65444,113066
2552117,1.29,590062,-587168
2552116,1.18,376066,-373849
2552115,1.07,42548,-42422
2552114,120.07,62836,178176
2552113,1.25,887898,-886285
2552112,1.51,40631,-32522
2552111,1.5,91085,-87253
2552110,1.03,128623,-128614
2552109,6.39,33297,35034
2552108,1.48,176070,-175136
2552107,1.07,66171,-66065
2552106,1.61,41488,-35669
2552105,4.12,96242,105266
2552104,2.55,48773,-18110
2552103,1.93,34126,-11647
2552102,2.05,63135,25835
2552101,2.62,61309,-43285
2552100,8.94,268612,261931
2552099,1.22,138573,-134157
2552098,2,101775,-93766
2552097,1.83,108114,-98775
2552096,2.7,89202,-33179
2552095,1,55861,-55861
2552094,1,61434,-61434
2552093,4.21,78056,74684
2552092,2.19,81390,-43852
2552091,1.01,63064,-63060
2552090,1.11,69351,-69054
2552089,1.02,45352,-45348
2552088,6.5,704850,293240
2552087,1.02,69975,-64871
2552086,3.66,46548,41952
2552085,1.11,199771,-199638
2552084,78.27,60318,94599
2552083,1.24,58084,-56639
2552082,1.76,42080,-24785
2552081,1.62,126325,-11854
2552080,2.36,22955,-8708
2552079,2.33,31401,-8008
2552078,8.43,86932,157232
2552077,1.21,33933,-33189
2552076,1.2,35119,-34960
2552075,2.22,41068,-9440
2552074,59.81,117468,232769
2552073,1.01,77034,-77030
2552072,1.41,68825,-64162
2552071,1.36,52926,-50823
2552070,2.55,36303,-15030
2552069,1.39,43856,-41242
2552068,1.63,58689,-29616
2552067,1.81,51476,-42928
2552066,1.92,33803,-26832
2552065,4.9,41622,32150
2552064,1.86,29286,-23296
2552063,2.31,24944,-17059
2552062,2.59,15688,-3581
2552061,1.9,221156,-154936
2552060,6.7,25885,19385
2552059,5.27,63045,24960
2552058,5.49,27161,42237
2552057,2.03,49392,-33079
2552056,9.14,39748,28973
2552055,1.08,41528,-30606
2552054,1.08,57375,-39147
2552053,17.56,32107,61790
2552052,1.1,52280,-41247
2552051,3.13,90642,48986
2552050,4.79,64407,50609
2552049,1.12,26795,-15874
2552048,1.09,32973,-22058
2552047,1.61,50723,-37899
2552046,10.59,65419,55013
2552045,2.82,68174,16246
2552044,4.16,94563,120982
2552043,4.16,50994,45751
2552042,1.1,45534,-34603
2552041,6.69,74231,107917
